VideoID,Short Video Length,Medium Video Length,Long Video Length
1348,1.11E-05,0.000408254,0.01498909
1349,1.11E-05,0.000407347,0.014961327
1350,1.11E-05,0.000406442,0.014933637
1351,1.10E-05,0.00040554,0.014906018
1352,1.10E-05,0.000404641,0.01487847
1353,1.10E-05,0.000403744,0.014850994
1354,1.09E-05,0.000402851,0.014823588
1355,1.09E-05,0.000401959,0.014796253
1356,1.09E-05,0.000401071,0.014768989
1357,1.09E-05,0.000400185,0.014741795
1358,1.08E-05,0.000399301,0.014714672
1359,1.08E-05,0.00039842,0.014687618
1360,1.08E-05,0.000397542,0.014660633
1361,1.08E-05,0.000396667,0.014633718
1362,1.07E-05,0.000395794,0.014606872
1363,1.07E-05,0.000394923,0.014580095
1364,1.07E-05,0.000394055,0.014553387
1365,1.06E-05,0.00039319,0.014526747
1366,1.06E-05,0.000392327,0.014500175
1367,1.06E-05,0.000391466,0.014473672
1368,1.06E-05,0.000390609,0.014447236
1369,1.05E-05,0.000389753,0.014420867
1370,1.05E-05,0.0003889,0.014394566
1371,1.05E-05,0.00038805,0.014368332
1372,1.05E-05,0.000387202,0.014342165
1373,1.04E-05,0.000386357,0.014316065
1374,1.04E-05,0.000385514,0.014290031
1375,1.04E-05,0.000384673,0.014264063
1376,1.03E-05,0.000383835,0.014238162
1377,1.03E-05,0.000382999,0.014212326
1378,1.03E-05,0.000382166,0.014186555
1379,1.03E-05,0.000381335,0.01416085
1380,1.02E-05,0.000380507,0.014135211
1381,1.02E-05,0.000379681,0.014109636
1382,1.02E-05,0.000378857,0.014084126
1383,1.02E-05,0.000378036,0.01405868
1384,1.01E-05,0.000377217,0.014033299
1385,1.01E-05,0.000376401,0.014007982
1386,1.01E-05,0.000375587,0.013982728
1387,1.01E-05,0.000374775,0.013957539
1388,1.00E-05,0.000373966,0.013932413
1389,1.00E-05,0.000373158,0.01390735
1390,9.99E-06,0.000372354,0.01388235
1391,9.96E-06,0.000371551,0.013857413
1392,9.94E-06,0.000370751,0.013832539
1393,9.91E-06,0.000369953,0.013807728
1394,9.89E-06,0.000369157,0.013782978
1395,9.86E-06,0.000368364,0.013758291
1396,9.84E-06,0.000367573,0.013733665
1397,9.81E-06,0.000366784,0.013709101
1398,9.79E-06,0.000365998,0.013684599
1399,9.76E-06,0.000365214,0.013660158
1400,9.74E-06,0.000364431,0.013635778
1401,9.72E-06,0.000363652,0.013611458
1402,9.69E-06,0.000362874,0.0135872
1403,9.67E-06,0.000362099,0.013563002
1404,9.64E-06,0.000361326,0.013538864
1405,9.62E-06,0.000360555,0.013514787
1406,9.60E-06,0.000359786,0.013490769
1407,9.57E-06,0.000359019,0.013466811
1408,9.55E-06,0.000358255,0.013442912
1409,9.52E-06,0.000357493,0.013419073
1410,9.50E-06,0.000356732,0.013395293
1411,9.48E-06,0.000355975,0.013371572
1412,9.45E-06,0.000355219,0.01334791
1413,9.43E-06,0.000354465,0.013324306
1414,9.41E-06,0.000353714,0.013300761
1415,9.38E-06,0.000352964,0.013277273
1416,9.36E-06,0.000352217,0.013253844
1417,9.34E-06,0.000351472,0.013230473
1418,9.31E-06,0.000350729,0.01320716
1419,9.29E-06,0.000349988,0.013183903
1420,9.27E-06,0.000349249,0.013160705
1421,9.25E-06,0.000348512,0.013137563
1422,9.22E-06,0.000347777,0.013114478
1423,9.20E-06,0.000347045,0.01309145
1424,9.18E-06,0.000346314,0.013068478
1425,9.15E-06,0.000345585,0.013045563
1426,9.13E-06,0.000344859,0.013022705
1427,9.11E-06,0.000344134,0.012999902
1428,9.09E-06,0.000343412,0.012977155
1429,9.07E-06,0.000342691,0.012954463
1430,9.04E-06,0.000341973,0.012931828
1431,9.02E-06,0.000341257,0.012909247
1432,9.00E-06,0.000340542,0.012886722
1433,8.98E-06,0.00033983,0.012864252
1434,8.96E-06,0.000339119,0.012841836
1435,8.93E-06,0.000338411,0.012819475
1436,8.91E-06,0.000337704,0.012797169
1437,8.89E-06,0.000337,0.012774917
1438,8.87E-06,0.000336297,0.012752719
1439,8.85E-06,0.000335597,0.012730575
1440,8.83E-06,0.000334898,0.012708485
1441,8.80E-06,0.000334201,0.012686448
1442,8.78E-06,0.000333506,0.012664465
1443,8.76E-06,0.000332814,0.012642535
1444,8.74E-06,0.000332123,0.012620659
1445,8.72E-06,0.000331434,0.012598835
1446,8.70E-06,0.000330746,0.012577064
1447,8.68E-06,0.000330061,0.012555346
1448,8.66E-06,0.000329378,0.01253368
1449,8.63E-06,0.000328696,0.012512066
1450,8.61E-06,0.000328017,0.012490505
1451,8.59E-06,0.000327339,0.012468996
1452,8.57E-06,0.000326663,0.012447538
1453,8.55E-06,0.000325989,0.012426132
1454,8.53E-06,0.000325317,0.012404778
1455,8.51E-06,0.000324647,0.012383475
1456,8.49E-06,0.000323978,0.012362223
1457,8.47E-06,0.000323312,0.012341022
1458,8.45E-06,0.000322647,0.012319872
1459,8.43E-06,0.000321984,0.012298773
1460,8.41E-06,0.000321323,0.012277724
1461,8.39E-06,0.000320663,0.012256726
1462,8.37E-06,0.000320006,0.012235777
1463,8.35E-06,0.00031935,0.012214879
1464,8.33E-06,0.000318696,0.012194031
1465,8.31E-06,0.000318044,0.012173233
1466,8.29E-06,0.000317394,0.012152484
1467,8.27E-06,0.000316745,0.012131785
1468,8.25E-06,0.000316098,0.012111135
1469,8.23E-06,0.000315453,0.012090535
1470,8.21E-06,0.00031481,0.012069983
1471,8.19E-06,0.000314168,0.01204948
1472,8.17E-06,0.000313528,0.012029026
1473,8.15E-06,0.00031289,0.012008621
1474,8.13E-06,0.000312254,0.011988264
1475,8.11E-06,0.000311619,0.011967955
1476,8.09E-06,0.000310986,0.011947694
1477,8.08E-06,0.000310355,0.011927482
1478,8.06E-06,0.000309725,0.011907317
1479,8.04E-06,0.000309097,0.0118872
1480,8.02E-06,0.000308471,0.01186713
1481,8.00E-06,0.000307847,0.011847108
1482,7.98E-06,0.000307224,0.011827133
1483,7.96E-06,0.000306603,0.011807206
1484,7.94E-06,0.000305984,0.011787325
1485,7.92E-06,0.000305366,0.011767491
1486,7.91E-06,0.00030475,0.011747703
1487,7.89E-06,0.000304135,0.011727963
1488,7.87E-06,0.000303523,0.011708268
1489,7.85E-06,0.000302912,0.01168862
1490,7.83E-06,0.000302302,0.011669019
1491,7.81E-06,0.000301694,0.011649463
1492,7.79E-06,0.000301088,0.011629953
1493,7.78E-06,0.000300483,0.011610488
1494,7.76E-06,0.00029988,0.011591069
1495,7.74E-06,0.000299279,0.011571696
1496,7.72E-06,0.000298679,0.011552368
1497,7.70E-06,0.000298081,0.011533085
1498,7.69E-06,0.000297485,0.011513847
1499,7.67E-06,0.00029689,0.011494654
1500,7.65E-06,0.000296296,0.011475506
1501,7.63E-06,0.000295704,0.011456403
1502,7.61E-06,0.000295114,0.011437344
1503,7.60E-06,0.000294526,0.011418329
1504,7.58E-06,0.000293939,0.011399358
1505,7.56E-06,0.000293353,0.011380432
1506,7.54E-06,0.000292769,0.01136155
1507,7.53E-06,0.000292187,0.011342711
1508,7.51E-06,0.000291606,0.011323916
1509,7.49E-06,0.000291026,0.011305165
1510,7.47E-06,0.000290449,0.011286457
1511,7.46E-06,0.000289872,0.011267792
1512,7.44E-06,0.000289297,0.011249171
1513,7.42E-06,0.000288724,0.011230593
1514,7.41E-06,0.000288152,0.011212057
1515,7.39E-06,0.000287582,0.011193565
1516,7.37E-06,0.000287014,0.011175115
1517,7.35E-06,0.000286446,0.011156708
1518,7.34E-06,0.000285881,0.011138343
1519,7.32E-06,0.000285316,0.01112002
1520,7.30E-06,0.000284754,0.011101739
1521,7.29E-06,0.000284192,0.011083501
1522,7.27E-06,0.000283633,0.011065304
1523,7.25E-06,0.000283074,0.01104715
1524,7.24E-06,0.000282517,0.011029037
1525,7.22E-06,0.000281962,0.011010965
1526,7.20E-06,0.000281408,0.010992935
1527,7.19E-06,0.000280855,0.010974946
1528,7.17E-06,0.000280304,0.010956999
1529,7.15E-06,0.000279755,0.010939092
1530,7.14E-06,0.000279207,0.010921227
1531,7.12E-06,0.00027866,0.010903402
1532,7.11E-06,0.000278115,0.010885618
1533,7.09E-06,0.000277571,0.010867874
1534,7.07E-06,0.000277028,0.010850171
1535,7.06E-06,0.000276487,0.010832509
1536,7.04E-06,0.000275947,0.010814886
1537,7.02E-06,0.000275409,0.010797304
1538,7.01E-06,0.000274872,0.010779762
1539,6.99E-06,0.000274337,0.010762259
1540,6.98E-06,0.000273803,0.010744797
1541,6.96E-06,0.00027327,0.010727374
1542,6.95E-06,0.000272739,0.01070999
1543,6.93E-06,0.000272209,0.010692646
1544,6.91E-06,0.00027168,0.010675341
1545,6.90E-06,0.000271153,0.010658075
1546,6.88E-06,0.000270627,0.010640849
1547,6.87E-06,0.000270103,0.010623661
1548,6.85E-06,0.00026958,0.010606513
1549,6.84E-06,0.000269058,0.010589402
1550,6.82E-06,0.000268537,0.010572331
1551,6.81E-06,0.000268018,0.010555298
1552,6.79E-06,0.000267501,0.010538304
1553,6.77E-06,0.000266984,0.010521347
1554,6.76E-06,0.000266469,0.010504429
1555,6.74E-06,0.000265955,0.010487549
1556,6.73E-06,0.000265443,0.010470707
1557,6.71E-06,0.000264932,0.010453903
1558,6.70E-06,0.000264422,0.010437137
1559,6.68E-06,0.000263914,0.010420408
1560,6.67E-06,0.000263406,0.010403716
1561,6.65E-06,0.0002629,0.010387062
1562,6.64E-06,0.000262396,0.010370446
1563,6.62E-06,0.000261893,0.010353866
1564,6.61E-06,0.00026139,0.010337324
1565,6.59E-06,0.00026089,0.010320819
1566,6.58E-06,0.00026039,0.01030435
1567,6.57E-06,0.000259892,0.010287918
1568,6.55E-06,0.000259395,0.010271523
1569,6.54E-06,0.000258899,0.010255165
1570,6.52E-06,0.000258405,0.010238843
1571,6.51E-06,0.000257912,0.010222557
1572,6.49E-06,0.00025742,0.010206307
1573,6.48E-06,0.000256929,0.010190094
1574,6.46E-06,0.00025644,0.010173917
1575,6.45E-06,0.000255952,0.010157775
1576,6.44E-06,0.000255465,0.01014167
1577,6.42E-06,0.000254979,0.0101256
1578,6.41E-06,0.000254495,0.010109566
1579,6.39E-06,0.000254012,0.010093567
1580,6.38E-06,0.00025353,0.010077604
1581,6.36E-06,0.000253049,0.010061676
1582,6.35E-06,0.000252569,0.010045783
1583,6.34E-06,0.000252091,0.010029926
1584,6.32E-06,0.000251614,0.010014103
1585,6.31E-06,0.000251138,0.009998315
1586,6.29E-06,0.000250663,0.009982563
1587,6.28E-06,0.00025019,0.009966845
1588,6.27E-06,0.000249717,0.009951161
1589,6.25E-06,0.000249246,0.009935512
1590,6.24E-06,0.000248776,0.009919898
1591,6.23E-06,0.000248307,0.009904317
1592,6.21E-06,0.00024784,0.009888771
1593,6.20E-06,0.000247373,0.00987326
1594,6.18E-06,0.000246908,0.009857782
1595,6.17E-06,0.000246444,0.009842338
1596,6.16E-06,0.000245981,0.009826928
1597,6.14E-06,0.000245519,0.009811552
1598,6.13E-06,0.000245058,0.009796209
1599,6.12E-06,0.000244599,0.0097809
1600,6.10E-06,0.000244141,0.009765625
1601,6.09E-06,0.000243683,0.009750383
1602,6.08E-06,0.000243227,0.009735174
1603,6.06E-06,0.000242772,0.009719998
1604,6.05E-06,0.000242319,0.009704856
1605,6.04E-06,0.000241866,0.009689746
1606,6.02E-06,0.000241415,0.00967467
1607,6.01E-06,0.000240964,0.009659626
1608,6.00E-06,0.000240515,0.009644615
1609,5.98E-06,0.000240067,0.009629636
1610,5.97E-06,0.00023962,0.009614691
1611,5.96E-06,0.000239174,0.009599777
1612,5.95E-06,0.000238729,0.009584896
1613,5.93E-06,0.000238285,0.009570047
1614,5.92E-06,0.000237842,0.009555231
1615,5.91E-06,0.000237401,0.009540446
1616,5.89E-06,0.00023696,0.009525694
1617,5.88E-06,0.000236521,0.009510973
1618,5.87E-06,0.000236083,0.009496284
1619,5.86E-06,0.000235646,0.009481627
1620,5.84E-06,0.00023521,0.009467002
1621,5.83E-06,0.000234775,0.009452408
1622,5.82E-06,0.000234341,0.009437846
1623,5.81E-06,0.000233908,0.009423315
1624,5.79E-06,0.000233476,0.009408815
1625,5.78E-06,0.000233045,0.009394347
1626,5.77E-06,0.000232615,0.009379909
1627,5.76E-06,0.000232187,0.009365503
1628,5.74E-06,0.000231759,0.009351128
1629,5.73E-06,0.000231333,0.009336784
1630,5.72E-06,0.000230907,0.00932247
1631,5.71E-06,0.000230483,0.009308187
1632,5.69E-06,0.000230059,0.009293935
1633,5.68E-06,0.000229637,0.009279713
1634,5.67E-06,0.000229215,0.009265522
1635,5.66E-06,0.000228795,0.009251361
1636,5.65E-06,0.000228376,0.00923723
1637,5.63E-06,0.000227958,0.009223129
1638,5.62E-06,0.00022754,0.009209059
1639,5.61E-06,0.000227124,0.009195019
1640,5.60E-06,0.000226709,0.009181008
1641,5.59E-06,0.000226295,0.009167028
1642,5.57E-06,0.000225881,0.009153077
1643,5.56E-06,0.000225469,0.009139156
1644,5.55E-06,0.000225058,0.009125265
1645,5.54E-06,0.000224648,0.009111403
1646,5.53E-06,0.000224239,0.00909757
1647,5.52E-06,0.00022383,0.009083767
1648,5.50E-06,0.000223423,0.009069994
1649,5.49E-06,0.000223017,0.009056249
1650,5.48E-06,0.000222612,0.009042534
1651,5.47E-06,0.000222208,0.009028847
1652,5.46E-06,0.000221804,0.00901519
1653,5.45E-06,0.000221402,0.009001562
1654,5.43E-06,0.000221001,0.008987962
1655,5.42E-06,0.0002206,0.008974391
1656,5.41E-06,0.000220201,0.008960849
1657,5.40E-06,0.000219802,0.008947336
1658,5.39E-06,0.000219405,0.008933851
1659,5.38E-06,0.000219008,0.008920394
1660,5.37E-06,0.000218613,0.008906966
1661,5.35E-06,0.000218218,0.008893566
1662,5.34E-06,0.000217825,0.008880194
1663,5.33E-06,0.000217432,0.00886685
1664,5.32E-06,0.00021704,0.008853535
1665,5.31E-06,0.000216649,0.008840247
1666,5.30E-06,0.000216259,0.008826987
1667,5.29E-06,0.00021587,0.008813756
1668,5.28E-06,0.000215482,0.008800551
1669,5.27E-06,0.000215095,0.008787375
1670,5.25E-06,0.000214709,0.008774226
1671,5.24E-06,0.000214324,0.008761105
1672,5.23E-06,0.00021394,0.008748011
1673,5.22E-06,0.000213556,0.008734944
1674,5.21E-06,0.000213174,0.008721905
1675,5.20E-06,0.000212792,0.008708893
1676,5.19E-06,0.000212411,0.008695909
1677,5.18E-06,0.000212032,0.008682951
1678,5.17E-06,0.000211653,0.00867002
1679,5.16E-06,0.000211275,0.008657116
1680,5.15E-06,0.000210898,0.00864424
1681,5.13E-06,0.000210522,0.00863139
1682,5.12E-06,0.000210146,0.008618566
1683,5.11E-06,0.000209772,0.00860577
1684,5.10E-06,0.000209399,0.008592999
1685,5.09E-06,0.000209026,0.008580256
1686,5.08E-06,0.000208654,0.008567539
1687,5.07E-06,0.000208283,0.008554848
1688,5.06E-06,0.000207913,0.008542183
1689,5.05E-06,0.000207544,0.008529545
1690,5.04E-06,0.000207176,0.008516933
1691,5.03E-06,0.000206809,0.008504347
1692,5.02E-06,0.000206442,0.008491787
1693,5.01E-06,0.000206077,0.008479253
1694,5.00E-06,0.000205712,0.008466745
1695,4.99E-06,0.000205348,0.008454263
1696,4.98E-06,0.000204985,0.008441806
1697,4.97E-06,0.000204623,0.008429375
1698,4.96E-06,0.000204262,0.00841697
1699,4.95E-06,0.000203901,0.00840459
1700,4.94E-06,0.000203542,0.008392236
1701,4.93E-06,0.000203183,0.008379907
1702,4.92E-06,0.000202825,0.008367604
1703,4.91E-06,0.000202468,0.008355326
1704,4.90E-06,0.000202112,0.008343073
1705,4.89E-06,0.000201756,0.008330845
1706,4.88E-06,0.000201402,0.008318642
1707,4.87E-06,0.000201048,0.008306464
1708,4.86E-06,0.000200695,0.008294311
1709,4.85E-06,0.000200343,0.008282183
1710,4.84E-06,0.000199992,0.00827008
1711,4.83E-06,0.000199641,0.008258002
1712,4.82E-06,0.000199291,0.008245948
1713,4.81E-06,0.000198943,0.008233919
1714,4.80E-06,0.000198595,0.008221914
1715,4.79E-06,0.000198247,0.008209934
1716,4.78E-06,0.000197901,0.008197979
1717,4.77E-06,0.000197555,0.008186048
1718,4.76E-06,0.000197211,0.008174141
1719,4.75E-06,0.000196867,0.008162258
1720,4.74E-06,0.000196524,0.008150399
1721,4.73E-06,0.000196181,0.008138565
1722,4.72E-06,0.00019584,0.008126754
1723,4.71E-06,0.000195499,0.008114968
1724,4.70E-06,0.000195159,0.008103205
1725,4.69E-06,0.00019482,0.008091467
1726,4.68E-06,0.000194481,0.008079752
1727,4.67E-06,0.000194144,0.008068061
1728,4.66E-06,0.000193807,0.008056393
1729,4.65E-06,0.000193471,0.008044749
1730,4.64E-06,0.000193135,0.008033129
1731,4.63E-06,0.000192801,0.008021532
1732,4.62E-06,0.000192467,0.008009959
1733,4.62E-06,0.000192134,0.007998409
1734,4.61E-06,0.000191802,0.007986882
1735,4.60E-06,0.00019147,0.007975378
1736,4.59E-06,0.00019114,0.007963898
1737,4.58E-06,0.00019081,0.007952441
1738,4.57E-06,0.000190481,0.007941007
1739,4.56E-06,0.000190152,0.007929596
1740,4.55E-06,0.000189824,0.007918208
1741,4.54E-06,0.000189498,0.007906842
1742,4.53E-06,0.000189171,0.0078955
1743,4.52E-06,0.000188846,0.00788418
1744,4.51E-06,0.000188521,0.007872883
1745,4.51E-06,0.000188197,0.007861609
1746,4.50E-06,0.000187874,0.007850357
1747,4.49E-06,0.000187552,0.007839128
1748,4.48E-06,0.00018723,0.007827921
1749,4.47E-06,0.000186909,0.007816737
1750,4.46E-06,0.000186589,0.007805575
1751,4.45E-06,0.000186269,0.007794435
1752,4.44E-06,0.000185951,0.007783317
1753,4.43E-06,0.000185633,0.007772222
1754,4.42E-06,0.000185315,0.007761149
1755,4.42E-06,0.000184999,0.007750098
1756,4.41E-06,0.000184683,0.007739069
1757,4.40E-06,0.000184368,0.007728062
1758,4.39E-06,0.000184053,0.007717077
1759,4.38E-06,0.000183739,0.007706114
1760,4.37E-06,0.000183426,0.007695172
1761,4.36E-06,0.000183114,0.007684252
1762,4.35E-06,0.000182803,0.007673354
1763,4.35E-06,0.000182492,0.007662478
1764,4.34E-06,0.000182181,0.007651623
1765,4.33E-06,0.000181872,0.007640789
1766,4.32E-06,0.000181563,0.007629977
1767,4.31E-06,0.000181255,0.007619187
1768,4.30E-06,0.000180948,0.007608418
1769,4.29E-06,0.000180641,0.00759767
1770,4.29E-06,0.000180335,0.007586943
1771,4.28E-06,0.00018003,0.007576238
1772,4.27E-06,0.000179725,0.007565553
1773,4.26E-06,0.000179421,0.00755489
1774,4.25E-06,0.000179118,0.007544248
1775,4.24E-06,0.000178815,0.007533627
1776,4.24E-06,0.000178514,0.007523027
1777,4.23E-06,0.000178212,0.007512447
1778,4.22E-06,0.000177912,0.007501889
1779,4.21E-06,0.000177612,0.007491351
1780,4.20E-06,0.000177313,0.007480834
1781,4.19E-06,0.000177014,0.007470337
1782,4.19E-06,0.000176716,0.007459861
1783,4.18E-06,0.000176419,0.007449406
1784,4.17E-06,0.000176123,0.007438971
1785,4.16E-06,0.000175827,0.007428557
1786,4.15E-06,0.000175532,0.007418163
1787,4.15E-06,0.000175237,0.007407789
1788,4.14E-06,0.000174943,0.007397436
1789,4.13E-06,0.00017465,0.007387103
1790,4.12E-06,0.000174358,0.00737679
1791,4.11E-06,0.000174066,0.007366497
1792,4.11E-06,0.000173774,0.007356225
1793,4.10E-06,0.000173484,0.007345972
1794,4.09E-06,0.000173194,0.00733574
1795,4.08E-06,0.000172905,0.007325527
1796,4.07E-06,0.000172616,0.007315334
1797,4.07E-06,0.000172328,0.007305161
1798,4.06E-06,0.000172041,0.007295008
1799,4.05E-06,0.000171754,0.007284875
1800,4.04E-06,0.000171468,0.007274761
1801,4.03E-06,0.000171182,0.007264667
1802,4.03E-06,0.000170897,0.007254593
1803,4.02E-06,0.000170613,0.007244538
1804,4.01E-06,0.00017033,0.007234502
1805,4.00E-06,0.000170047,0.007224487
1806,3.99E-06,0.000169764,0.00721449
1807,3.99E-06,0.000169483,0.007204513
1808,3.98E-06,0.000169202,0.007194555
1809,3.97E-06,0.000168921,0.007184616
1810,3.96E-06,0.000168641,0.007174697
1811,3.96E-06,0.000168362,0.007164797
1812,3.95E-06,0.000168084,0.007154916
1813,3.94E-06,0.000167806,0.007145054
1814,3.93E-06,0.000167528,0.007135211
1815,3.93E-06,0.000167252,0.007125386
1816,3.92E-06,0.000166975,0.007115581
1817,3.91E-06,0.0001667,0.007105795
1818,3.90E-06,0.000166425,0.007096028
1819,3.90E-06,0.000166151,0.007086279
1820,3.89E-06,0.000165877,0.007076549
1821,3.88E-06,0.000165604,0.007066838
1822,3.87E-06,0.000165331,0.007057145
1823,3.87E-06,0.000165059,0.007047472
1824,3.86E-06,0.000164788,0.007037816
1825,3.85E-06,0.000164517,0.007028179
1826,3.84E-06,0.000164247,0.007018561
1827,3.84E-06,0.000163978,0.007008961
1828,3.83E-06,0.000163709,0.006999379
1829,3.82E-06,0.00016344,0.006989816
1830,3.81E-06,0.000163172,0.006980271
1831,3.81E-06,0.000162905,0.006970744
1832,3.80E-06,0.000162639,0.006961236
1833,3.79E-06,0.000162373,0.006951745
1834,3.79E-06,0.000162107,0.006942273
1835,3.78E-06,0.000161842,0.006932818
1836,3.77E-06,0.000161578,0.006923382
1837,3.76E-06,0.000161314,0.006913964
1838,3.76E-06,0.000161051,0.006904564
1839,3.75E-06,0.000160788,0.006895181
1840,3.74E-06,0.000160526,0.006885816
1841,3.74E-06,0.000160265,0.00687647
1842,3.73E-06,0.000160004,0.006867141
1843,3.72E-06,0.000159744,0.006857829
1844,3.71E-06,0.000159484,0.006848535
1845,3.71E-06,0.000159225,0.006839259
1846,3.70E-06,0.000158966,0.006830001
1847,3.69E-06,0.000158708,0.00682076
1848,3.69E-06,0.000158451,0.006811536
1849,3.68E-06,0.000158194,0.00680233
1850,3.67E-06,0.000157937,0.006793142
1851,3.67E-06,0.000157682,0.006783971
1852,3.66E-06,0.000157426,0.006774817
1853,3.65E-06,0.000157171,0.00676568
1854,3.64E-06,0.000156917,0.006756561
1855,3.64E-06,0.000156664,0.006747458
1856,3.63E-06,0.000156411,0.006738373
1857,3.62E-06,0.000156158,0.006729305
1858,3.62E-06,0.000155906,0.006720255
1859,3.61E-06,0.000155655,0.006711221
1860,3.60E-06,0.000155404,0.006702204
1861,3.60E-06,0.000155153,0.006693204
1862,3.59E-06,0.000154903,0.006684221
1863,3.58E-06,0.000154654,0.006675255
1864,3.58E-06,0.000154405,0.006666306
1865,3.57E-06,0.000154157,0.006657373
1866,3.56E-06,0.000153909,0.006648458
1867,3.56E-06,0.000153662,0.006639559
1868,3.55E-06,0.000153416,0.006630676
1869,3.54E-06,0.000153169,0.00662181
1870,3.54E-06,0.000152924,0.006612961
1871,3.53E-06,0.000152679,0.006604129
1872,3.52E-06,0.000152434,0.006595313
1873,3.52E-06,0.00015219,0.006586513
1874,3.51E-06,0.000151947,0.00657773
1875,3.50E-06,0.000151704,0.006568963
1876,3.50E-06,0.000151461,0.006560213
1877,3.49E-06,0.000151219,0.006551478
1878,3.48E-06,0.000150978,0.006542761
1879,3.48E-06,0.000150737,0.006534059
1880,3.47E-06,0.000150497,0.006525374
1881,3.46E-06,0.000150257,0.006516704
1882,3.46E-06,0.000150017,0.006508051
1883,3.45E-06,0.000149778,0.006499414
1884,3.45E-06,0.00014954,0.006490793
1885,3.44E-06,0.000149302,0.006482188
1886,3.43E-06,0.000149065,0.006473599
1887,3.43E-06,0.000148828,0.006465026
1888,3.42E-06,0.000148592,0.006456468
1889,3.41E-06,0.000148356,0.006447927
1890,3.41E-06,0.00014812,0.006439401
1891,3.40E-06,0.000147885,0.006430891
1892,3.39E-06,0.000147651,0.006422397
1893,3.39E-06,0.000147417,0.006413919
1894,3.38E-06,0.000147184,0.006405456
1895,3.38E-06,0.000146951,0.006397009
1896,3.37E-06,0.000146719,0.006388577
1897,3.36E-06,0.000146487,0.006380162
1898,3.36E-06,0.000146255,0.006371761
1899,3.35E-06,0.000146024,0.006363376
1900,3.34E-06,0.000145794,0.006355006
1901,3.34E-06,0.000145564,0.006346652
1902,3.33E-06,0.000145334,0.006338314
1903,3.33E-06,0.000145105,0.00632999
1904,3.32E-06,0.000144877,0.006321682
1905,3.31E-06,0.000144649,0.006313389
1906,3.31E-06,0.000144421,0.006305111
1907,3.30E-06,0.000144194,0.006296849
1908,3.30E-06,0.000143968,0.006288601
1909,3.29E-06,0.000143742,0.006280369
1910,3.28E-06,0.000143516,0.006272152
1911,3.28E-06,0.000143291,0.00626395
1912,3.27E-06,0.000143066,0.006255763
1913,3.27E-06,0.000142842,0.006247591
1914,3.26E-06,0.000142618,0.006239434
1915,3.25E-06,0.000142395,0.006231291
1916,3.25E-06,0.000142172,0.006223164
1917,3.24E-06,0.000141949,0.006215051
1918,3.24E-06,0.000141728,0.006206954
1919,3.23E-06,0.000141506,0.00619887
1920,3.22E-06,0.000141285,0.006190802
1921,3.22E-06,0.000141065,0.006182749
1922,3.21E-06,0.000140844,0.00617471
1923,3.21E-06,0.000140625,0.006166685
1924,3.20E-06,0.000140406,0.006158676
1925,3.20E-06,0.000140187,0.00615068
1926,3.19E-06,0.000139969,0.0061427
1927,3.18E-06,0.000139751,0.006134734
1928,3.18E-06,0.000139534,0.006126782
1929,3.17E-06,0.000139317,0.006118845
1930,3.17E-06,0.0001391,0.006110922
1931,3.16E-06,0.000138884,0.006103013
1932,3.15E-06,0.000138669,0.006095119
1933,3.15E-06,0.000138454,0.006087239
1934,3.14E-06,0.000138239,0.006079373
1935,3.14E-06,0.000138025,0.006071522
1936,3.13E-06,0.000137811,0.006063685
1937,3.13E-06,0.000137598,0.006055862
1938,3.12E-06,0.000137385,0.006048053
1939,3.12E-06,0.000137172,0.006040258
1940,3.11E-06,0.00013696,0.006032477
1941,3.10E-06,0.000136749,0.00602471
1942,3.10E-06,0.000136538,0.006016957
1943,3.09E-06,0.000136327,0.006009219
1944,3.09E-06,0.000136117,0.006001494
1945,3.08E-06,0.000135907,0.005993783
1946,3.08E-06,0.000135697,0.005986085
1947,3.07E-06,0.000135488,0.005978402
1948,3.07E-06,0.00013528,0.005970733
1949,3.06E-06,0.000135072,0.005963077
1950,3.05E-06,0.000134864,0.005955435
1951,3.05E-06,0.000134657,0.005947806
1952,3.04E-06,0.00013445,0.005940192
1953,3.04E-06,0.000134244,0.005932591
1954,3.03E-06,0.000134038,0.005925003
1955,3.03E-06,0.000133832,0.00591743
1956,3.02E-06,0.000133627,0.005909869
1957,3.02E-06,0.000133422,0.005902323
1958,3.01E-06,0.000133218,0.005894789
1959,3.01E-06,0.000133014,0.005887269
1960,3.00E-06,0.00013281,0.005879763
1961,2.99E-06,0.000132607,0.00587227
1962,2.99E-06,0.000132405,0.00586479
1963,2.98E-06,0.000132202,0.005857324
1964,2.98E-06,0.000132,0.005849871
1965,2.97E-06,0.000131799,0.005842431
1966,2.97E-06,0.000131598,0.005835005
1967,2.96E-06,0.000131397,0.005827591
1968,2.96E-06,0.000131197,0.005820191
1969,2.95E-06,0.000130997,0.005812804
1970,2.95E-06,0.000130798,0.005805431
1971,2.94E-06,0.000130599,0.00579807
1972,2.94E-06,0.000130401,0.005790722
1973,2.93E-06,0.000130202,0.005783387
1974,2.93E-06,0.000130005,0.005776066
1975,2.92E-06,0.000129807,0.005768757
1976,2.92E-06,0.00012961,0.005761461
1977,2.91E-06,0.000129414,0.005754178
1978,2.91E-06,0.000129217,0.005746908
1979,2.90E-06,0.000129022,0.005739651
1980,2.90E-06,0.000128826,0.005732407
1981,2.89E-06,0.000128631,0.005725176
1982,2.88E-06,0.000128437,0.005717957
